YY,JD,TM,Rn,LE,H,G_1,G_2,PAR,Air T,Soil T1_0,Soil T1_5,Soil T1_10,Soil T2_0,Soil T2_5,Soil T2_10,RH,Rain,WD,WS,u*,FCO2,FH2O
,,(AST),(W m-2),(W m-2),(W m-2),(W m-2),(W m-2),(microE m-2 s-1),(C),(C),(C),(C),(C),(C),(C),(%),(mm),(d),(m s-1),(m s-1),(gC m-2 hr-1),(mg m-2 s-1)
2002,164,1630,366.5,23.49,195.67,14.03,10.27,1293,0.76,-99.99,-1.12,-3.27,6.54,-99.99,-3.21,87.4,0,46,5.68,0.32,-0.02,-0.54
2002,164,1700,346,28,219.75,18.6,9.69,1234,0.81,-99.99,-1.13,-3.26,6.1,-99.99,-3.21,87.5,0,47,5.47,0.35,-0.02,-0.52
2002,164,1730,319.3,22.38,186.16,17.85,10.57,1162,0.8,-99.99,-1.17,-3.26,5.52,-99.99,-3.21,87.8,0,49,5.24,0.32,-0.03,-0.41
2002,164,1800,299.9,19.24,168.13,20.3,11.26,1106,0.75,-99.99,-1.21,-3.26,5.33,-99.99,-3.22,88.4,0,47,4.76,0.3,-0.02,-0.35
2002,164,1830,266.3,13.72,127.27,13.62,6.2,1010,0.51,-99.99,-1.27,-3.25,4.22,-99.99,-3.24,88.7,0,46,5.11,0.27,-0.01,-0.26
2002,164,1900,206.1,12.97,120,9.1,4.2,820,0.32,-99.99,-1.42,-3.23,2.47,-99.99,-3.28,89.5,0,44,4.71,0.3,-0.02,-0.35
2002,164,1930,173.9,11.8,104.53,6.54,2.84,736,0.17,-99.99,-1.59,-3.24,1.73,-99.99,-3.32,90.1,0,47,4.25,0.27,0,-0.44
2002,164,2000,180,9.31,97.96,4.95,0.39,761,0.01,-99.99,-1.78,-3.25,1.73,-99.99,-3.36,90.2,0,43,4.45,0.27,-0.02,-0.54
2002,164,2030,143.9,10.64,106.73,2.88,-1.93,645.2,-0.1,-99.99,-2.01,-3.28,0.86,-99.99,-3.4,90.1,0,46,4.32,0.31,-0.03,-0.54
2002,164,2100,101.7,5.65,55.25,0.9,-0.21,452.3,-0.57,-99.99,-2.21,-3.29,-0.66,-99.99,-3.45,91.9,0,49,4.23,0.24,-0.02,-0.5
2002,164,2130,70.3,4.35,50.66,-1.16,-2.32,310.2,-0.75,-99.99,-2.4,-3.3,-1.87,-99.99,-3.5,93.4,0,56,4.67,0.28,-0.02,-0.78
2002,164,2200,50.81,3.52,47.37,-3.05,-4.52,237.3,-1.02,-99.99,-2.56,-3.33,-2.53,-99.99,-3.56,94.9,0,57,4.75,0.29,-0.02,-0.91
2002,164,2230,15.19,-0.5,22.28,-7.48,-9.99,130.1,-1.53,-99.99,-2.73,-3.36,-3.54,-99.99,-3.62,96.8,0,61,4.32,0.27,-0.05,-1.26
2002,164,2300,12.69,-99.99,-99.99,-7.6,-10.4,107.3,-1.89,-99.99,-2.89,-3.39,-3.99,-99.99,-3.69,98,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,164,2330,21.04,-99.99,-99.99,-6.52,-8.21,123.1,-2.01,-99.99,-3.03,-3.43,-4.01,-99.99,-3.74,98.3,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,0,26.6,0.84,24.25,-5.98,-6.69,138.1,-2.17,-99.99,-3.13,-3.46,-4.02,-99.99,-3.77,98.4,0,57,3.98,0.24,-0.09,-1.76
2002,165,30,17.95,1.07,20.9,-7.2,-6.8,117.6,-2.2,-99.99,-3.23,-3.48,-4.15,-99.99,-3.8,98.3,0,48,3.71,0.22,-0.06,-1.35
2002,165,100,10.52,1.14,13.08,-8.23,-5.7,103.3,-2.29,-99.99,-3.32,-3.5,-4.34,-99.99,-3.81,98.3,0,62,3.91,0.21,-0.07,-0.6
2002,165,130,10.1,1.29,23.54,-9.42,-5.11,105.3,-2.59,-99.99,-3.38,-3.52,-4.55,-99.99,-3.82,98.2,0,75,3.88,0.21,-0.04,-0.09
2002,165,200,11.43,2.05,33.55,-9.88,-5.47,107.4,-2.75,-99.99,-3.43,-3.54,-4.59,-99.99,-3.83,98,0,81,3.42,0.13,0.03,0.75
2002,165,230,11.99,-99.99,-99.99,-11.48,-6.43,121.6,-2.99,-99.99,-3.46,-3.55,-4.74,-99.99,-3.84,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,300,19.18,-99.99,-99.99,-9.67,-7,124.1,-3,-99.99,-3.49,-3.56,-4.6,-99.99,-3.84,97.7,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,330,14.44,-99.99,-99.99,-9.74,-7.13,111,-2.77,-99.99,-3.52,-3.57,-4.54,-99.99,-3.83,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,400,15.49,-99.99,-99.99,-9.44,-7.4,114.5,-2.69,-99.99,-3.53,-3.57,-4.46,-99.99,-3.83,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,430,29.34,-99.99,-99.99,-6.19,-6.99,154.9,-2.4,-99.99,-3.54,-3.58,-4.25,-99.99,-3.83,97.9,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,500,46.28,-99.99,-99.99,-3.62,-6.41,209.6,-2.45,-99.99,-3.55,-3.58,-4.05,-99.99,-3.83,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,530,47.87,-99.99,-99.99,-3.12,-5.96,220.7,-2.38,-99.99,-3.53,-3.58,-3.95,-99.99,-3.83,97.6,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,600,37.93,-99.99,-99.99,-4.14,-5.73,190.4,-2.33,-99.99,-3.53,-3.58,-4.02,-99.99,-3.83,97.4,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,630,41.67,-99.99,-99.99,-2.66,-4.89,201.6,-2.09,-99.99,-3.53,-3.57,-3.83,-99.99,-3.82,97.7,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,700,43.87,-99.99,-99.99,-2.36,-3.43,207.9,-2.06,-99.99,-3.54,-3.58,-3.76,-99.99,-3.83,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,730,70.1,-99.99,-99.99,1.5,2.85,283.8,-1.84,-99.99,-3.51,-3.58,-3.35,-99.99,-3.82,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,800,99.5,-99.99,-99.99,5.47,10.89,372,-1.47,-99.99,-3.43,-3.57,-2.54,-99.99,-3.81,97.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,830,136.4,-99.99,-99.99,9.86,19.37,540.5,-1.18,-99.99,-3.29,-3.55,-1.46,-99.99,-3.79,97.6,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,900,102.4,-99.99,-99.99,5.17,10.44,395.1,-1.3,-99.99,-3.19,-3.53,-1.76,-99.99,-3.76,97.3,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,930,109.4,-99.99,-99.99,5.6,9.17,402.5,-1.13,-99.99,-3.11,-3.51,-1.52,-99.99,-3.72,97.3,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,1000,154.5,-99.99,-99.99,12.24,19.51,562.9,-0.46,-99.99,-2.95,-3.49,0.02,-99.99,-3.65,96.9,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,1030,140.6,-99.99,-99.99,8.09,14.41,595.8,-0.27,-99.99,-2.84,-3.47,-0.01,-99.99,-3.62,96.2,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,165,1100,142.1,5.06,78.58,8.72,13.91,604.8,0.01,-99.99,-2.76,-3.45,0.03,-99.99,-3.6,95.8,0,66,3.68,0.19,-0.05,-2.27
2002,165,1130,169,7.41,97.68,12.44,19.85,597.2,0.42,-99.99,-2.64,-3.43,1.01,-99.99,-3.55,94.8,0,63,3.8,0.24,-0.1,-3.12
2002,165,1200,202.7,10.04,93.59,16.52,24.1,676.5,0.58,-99.99,-2.51,-3.41,1.65,-99.99,-3.5,95.4,0,62.5,3.77,0.22,-0.13,-3.34
2002,165,1230,197.2,12.66,89.49,15.78,23.78,668.1,0.72,-99.99,-2.37,-3.38,1.84,-99.99,-3.45,96.1,0,62,3.74,0.21,-0.16,-3.55
2002,165,1300,204.6,14.55,135.48,15.05,22.8,715,0.95,-99.99,-2.25,-3.35,2.29,-99.99,-3.4,95.4,0,64,3.98,0.26,-0.15,-4.26
2002,165,1330,243.4,16.07,134.7,16.32,24.47,836,1.27,-99.99,-2.11,-3.32,2.92,-99.99,-3.36,95.4,0,69,4.69,0.27,-0.14,-3.85
2002,165,1400,359,24.26,218.8,22.4,26.89,1188,1.98,-99.99,-1.95,-3.3,5.55,-99.99,-3.27,94.5,0,72,5.59,0.37,-0.25,-3.12
2002,165,1430,281.7,18.34,186.64,15.55,20.14,1006,2.29,-99.99,-1.79,-3.25,5.57,-99.99,-3.18,92.6,0,74,5.24,0.33,-0.1,-1.53
2002,165,1500,347.5,19.49,204.39,20.02,26.1,1179,2.6,-99.99,-1.61,-3.21,6.44,-99.99,-3.1,91.8,0,73,5.72,0.36,-0.05,-0.63
2002,165,1530,383.1,22.78,238.76,23.26,27.24,1300,3.15,-99.99,-1.37,-3.17,8.5,-99.99,-3,90.4,0,80,5.4,0.36,-0.05,-0.4
2002,165,1600,384.9,19.06,185.06,23.6,28.26,1305,3.63,-99.99,-1.19,-3.12,8.67,-99.99,-2.94,89.6,0,74,5.28,0.3,0.02,-0.47
2002,165,1630,314.1,15.68,167.06,22.02,27.12,1079,3.33,-99.99,-1.07,-3.06,6.78,-99.99,-2.9,91,0,71,5.55,0.34,-0.02,-0.8
2002,165,1700,165.2,9.44,111.79,8.96,13.98,600.1,2.37,-99.99,-1.15,-3,2.65,-99.99,-2.94,93.4,0,72,5.55,0.35,-0.06,-2.85
2002,165,1730,204.5,11.09,126.67,13.85,17.94,697.6,2.44,-99.99,-1.24,-3.01,2.91,-99.99,-2.97,92.8,0,78,6.02,0.39,-0.03,-2.76
2002,165,1800,126.9,5.22,92.91,5.54,10.07,466.8,2.21,-99.99,-1.4,-3.01,1.15,-99.99,-3.03,94.2,0,81,6.22,0.38,-0.28,-3.71
2002,165,1830,83.1,2.32,55.38,0.26,2.66,295.5,1.84,-99.99,-1.6,-3.03,-0.17,-99.99,-3.13,96.5,0.2,81,6.12,0.38,-0.05,-3.38
2002,165,1900,61.97,2.85,34.24,-1.28,0.54,218.2,1.67,-99.99,-1.82,-3.07,-0.87,-99.99,-3.21,97.1,0.5,89,6.06,0.33,-0.15,-3.76
2002,165,1930,37.48,1.96,16.3,-2.77,-1.22,154.2,1.57,-99.99,-2.05,-3.13,-1.37,-99.99,-3.3,97.5,0.5,91,5.31,0.29,-0.24,-3.18
2002,165,2000,74.3,4.68,23.21,2.49,5.56,251.3,2.31,-99.99,-2.2,-3.18,-0.63,-99.99,-3.36,97.8,0,93,5.78,0.31,-0.09,-1.49
2002,165,2030,66.74,2.52,13.8,3.33,9.07,231.8,3.22,-99.99,-2.29,-3.22,-0.06,-99.99,-3.38,97.7,0,96,5.16,0.29,-0.07,-0.5
2002,165,2100,68.12,3.26,10.07,5.25,11.61,241.7,4.44,-99.99,-2.35,-3.25,0.61,-99.99,-3.37,96.7,0,104.5,5.84,0.33,-0.02,-0.13
2002,165,2130,53.99,4.01,6.34,3.87,10.34,230.1,5.83,-99.99,-2.34,-3.24,1.22,-99.99,-3.33,93.6,0,113,6.51,0.38,0.03,0.25
2002,165,2200,49.56,1.66,-5.88,3.77,9.44,237.2,6.25,-99.99,-2.33,-3.23,1.45,-99.99,-3.3,93.2,0,125,6.5,0.38,0,0.05
2002,165,2230,46.57,2.63,-1.91,3.45,9.63,255.5,6.47,-99.99,-2.31,-3.21,1.52,-99.99,-3.27,92.2,0,138,6.45,0.36,0,0.47
2002,165,2300,37.52,3.45,-12.51,2.3,10.16,261.8,6.82,-99.99,-2.3,-3.21,1.59,-99.99,-3.27,89.5,0,153,6.12,0.34,0,0.73
2002,165,2330,7.04,7.32,-33.29,-0.67,3.58,171.5,6.44,-99.99,-2.35,-3.21,0.65,-99.99,-3.28,87.7,0,168,4.19,0.18,0.05,0.71
2002,166,0,3.71,4.27,-21.51,-0.99,1.84,138.3,6.02,-99.99,-2.4,-3.2,0.29,-99.99,-3.27,84.2,0,189,5.32,0.28,0.03,0.22
2002,166,30,5.92,4.19,-34.29,-0.92,1.53,138.8,5.42,-99.99,-2.43,-3.2,0.03,-99.99,-3.28,84.9,0,194,6.44,0.35,0,0.45
2002,166,100,0.15,1.2,-25.06,-2.55,-0.73,142.3,4.49,-99.99,-2.49,-3.2,-0.57,-99.99,-3.33,86.6,0,205,7.41,0.35,-0.01,0.7
2002,166,130,12.31,4.5,-6.25,-1.61,-0.58,128,3.33,-99.99,-2.55,-3.22,-1.15,-99.99,-3.41,89.9,0,211,7.31,0.4,0.06,0.99
2002,166,200,2.11,1.92,-1.76,-4.43,-3.64,104.4,2.51,-99.99,-2.62,-3.23,-1.77,-99.99,-3.45,92.1,0,207,6.98,0.38,0.03,0.77
2002,166,230,6.1,1.38,-2.62,-4.02,-3.53,102.1,2.09,-99.99,-2.73,-3.26,-2.03,-99.99,-3.5,93.3,0,211,7.55,0.37,0.03,0.43
2002,166,300,22.43,2.09,17.93,-2.06,-1.43,123,1.71,-99.99,-2.79,-3.29,-2.09,-99.99,-3.55,94.8,0,215,7.82,0.4,0.04,0.01
2002,166,330,28.31,3.19,21.72,-1.61,-0.66,132.8,1.31,-99.99,-2.86,-3.32,-2.22,-99.99,-3.57,95.9,0.1,220,7.15,0.4,-0.01,-0.73
2002,166,400,19.42,0.66,13.41,-3.47,-2.76,110,0.94,-99.99,-2.93,-3.34,-2.55,-99.99,-3.6,96.8,0,222,6.53,0.37,-0.03,-1.15
2002,166,430,20.29,0.33,15.78,-3.87,-3.48,104.7,0.61,-99.99,-2.99,-3.36,-2.77,-99.99,-3.62,97.4,0,227,6.17,0.38,-0.06,-2.27
2002,166,500,36.64,0.19,16.6,-1.8,-1.17,159.8,0.47,-99.99,-3.03,-3.38,-2.68,-99.99,-3.63,97.9,0,225,5.8,0.33,-0.06,-2.78
2002,166,530,54.64,0.31,26.49,0.68,2.07,213.9,0.49,-99.99,-3.03,-3.39,-2.44,-99.99,-3.64,98,0,217,5.75,0.33,-0.17,-3.11
2002,166,600,57.96,0.42,25.28,1.6,3.68,227.7,0.61,-99.99,-3.01,-3.38,-2.23,-99.99,-3.62,97.9,0,210,5.86,0.34,-0.12,-2.77
2002,166,630,52.1,0.62,23.43,0.79,2.17,215.4,0.62,-99.99,-3.02,-3.39,-2.28,-99.99,-3.62,97.8,0,216,5.44,0.3,-0.1,-2.41
2002,166,700,64.05,0.88,26.33,2.19,3.2,242.2,0.6,-99.99,-3.01,-3.39,-2.16,-99.99,-3.62,97.9,0,216,5.36,0.29,-0.13,-2.38
2002,166,730,71.7,2.08,27.72,3.55,5.31,261.4,0.73,-99.99,-2.98,-3.39,-1.92,-99.99,-3.6,97.9,0,212,5.42,0.28,-0.08,-3.2
2002,166,800,81.7,2.3,31.48,4.76,6.29,287.2,0.76,-99.99,-2.95,-3.38,-1.73,-99.99,-3.59,97.7,0,216,5.5,0.27,-0.1,-4.29
2002,166,830,97.2,2.32,43.46,7.47,9.26,347.6,0.76,-99.99,-2.9,-3.38,-1.37,-99.99,-3.57,97.6,0,218,4.99,0.29,-0.23,-4.97
2002,166,900,155.1,5.46,67.59,14.27,17.23,595.1,0.9,-99.99,-2.81,-3.37,-0.46,-99.99,-3.52,97.4,0,222,5.03,0.3,-0.22,-4.35
2002,166,930,196.2,11.19,96.19,18.19,23.4,710,1.18,-99.99,-2.66,-3.34,0.68,-99.99,-3.46,95.7,0,224,5.24,0.32,-0.19,-4.12
2002,166,1000,227.3,11.35,101.38,20.01,24.45,787,1.1,-99.99,-2.5,-3.3,1.41,-99.99,-3.38,94.9,0,232,5.16,0.32,-0.15,-4.74
2002,166,1030,217.1,11.24,110.75,18.16,22.17,742,0.87,-99.99,-2.35,-3.27,1.4,-99.99,-3.33,95.7,0,233,4.93,0.34,-0.19,-5.56
2002,166,1100,232.2,8.49,105.84,18.22,19.97,772,0.78,-99.99,-2.24,-3.22,1.59,-99.99,-3.26,96.3,0,234,5.17,0.32,-0.26,-5.81
2002,166,1130,251.6,12.31,126.64,19.65,21.37,852,0.91,-99.99,-2.1,-3.19,2.28,-99.99,-3.2,96,0,236,5.07,0.32,-0.25,-5.68
2002,166,1200,303.9,17.09,145.83,22.29,23.62,994,0.77,-99.99,-1.92,-3.14,3.26,-99.99,-3.13,95.6,0,240,5.02,0.38,-0.22,-5.87
2002,166,1230,332,15.64,153.41,25.65,24.44,1064,0.64,-99.99,-1.75,-3.1,3.78,-99.99,-3.07,95.8,0,237,5.29,0.36,-0.25,-6.07
2002,166,1300,337.1,20.02,178.94,24.07,24.17,1093,0.76,-99.99,-1.58,-3.05,4.38,-99.99,-3,95.3,0,241,4.99,0.4,-0.28,-6.01
2002,166,1330,365.6,23.95,190.34,28.42,27.36,1176,0.84,-99.99,-1.39,-3,5.24,-99.99,-2.91,95,0,240,4.82,0.37,-0.25,-4.78
2002,166,1400,351.9,21.33,167.87,25.69,26.08,1152,0.82,-99.99,-1.2,-2.94,5.32,-99.99,-2.85,94.4,0,240,4.5,0.35,-0.24,-4.44
2002,166,1430,382.1,21.92,154.55,21.47,19.72,1221,0.68,-99.99,-0.99,-2.87,6.74,-99.99,-2.75,93.9,0,255,3.89,0.34,-0.12,-3.62
2002,166,1500,348.4,25.81,183.44,20,19.25,1149,0.83,-99.99,-0.83,-2.82,6.22,-99.99,-2.7,93.6,0,254,3.68,0.37,-0.2,-3.59
2002,166,1530,397.4,26.79,190.65,27.27,21.16,1318,0.87,-99.99,-0.63,-2.76,7.6,-99.99,-2.62,92.7,0,251,3.53,0.31,-0.14,-2.47
2002,166,1600,336.1,22.76,163.01,18.81,17.07,1209,0.73,-99.99,-0.46,-2.7,7.07,-99.99,-2.57,92.1,0,254,3.34,0.32,-0.12,-2.07
2002,166,1630,253.8,18.22,134.38,13.18,7.04,953,0.37,-99.99,-0.42,-2.64,4.77,-99.99,-2.58,92.4,0,250,3.54,0.3,-0.06,-1.62
2002,166,1700,191.1,12.37,108.73,16.49,15.03,730,0.34,-99.99,-0.52,-2.61,2.5,-99.99,-2.61,93,0,239,3.34,0.27,-0.09,-1.4
2002,166,1730,127.4,7.86,62.32,6.39,6.1,518.5,0.2,-99.99,-0.69,-2.61,0.97,-99.99,-2.69,93.1,0,248,2.76,0.22,-0.06,-0.93
2002,166,1800,119.9,6.97,57.59,8.09,6.14,474.7,0.29,-99.99,-0.89,-2.64,0.48,-99.99,-2.77,92.6,0,236,2.84,0.21,-0.03,-0.65
2002,166,1830,110.6,7.82,68.8,7.27,6.2,450,0.38,-99.99,-1.09,-2.68,0.13,-99.99,-2.85,91.9,0,230,3.54,0.23,-0.03,-0.71
2002,166,1900,84.6,4.75,40.96,3.27,2.32,356.8,0.16,-99.99,-1.31,-2.74,-0.48,-99.99,-2.95,93.3,0,244,2.76,0.21,-0.03,-0.79
2002,166,1930,135.4,8.67,60.48,11.61,12.09,500.5,0.46,-99.99,-1.44,-2.79,0.46,-99.99,-3,91.7,0,244,2.71,0.23,-0.04,-0.75
2002,166,2000,114.7,6.75,53.83,8.84,9.8,448.4,0.39,-99.99,-1.56,-2.84,0.14,-99.99,-3.05,92.3,0,241,2.74,0.17,-0.04,-0.61
2002,166,2030,84.9,4.19,31.71,3.19,4.51,358.3,0.25,-99.99,-1.66,-2.86,-0.54,-99.99,-3.1,92.3,0,253,2.48,0.19,-0.02,-0.46
2002,166,2100,72.3,4.64,32.98,1.22,1.32,309.1,0.14,-99.99,-1.77,-2.88,-1.05,-99.99,-3.14,93.5,0,264,2.29,0.24,-0.02,-0.42
2002,166,2130,54.6,3.23,24.19,-0.54,0.16,252.1,0.07,-99.99,-1.89,-2.91,-1.35,-99.99,-3.18,93.8,0,262,2,0.2,-0.02,-0.42
2002,166,2200,65.6,3.23,24.73,1.1,1.93,283.1,0.15,-99.99,-2.01,-2.95,-1.3,-99.99,-3.23,93.9,0,253,2.08,0.19,-0.02,-0.48
2002,166,2230,60.88,3.53,26.52,0.62,3.42,270.1,0.15,-99.99,-2.09,-2.98,-1.28,-99.99,-3.27,93.7,0,257,2.1,0.21,-0.02,-0.92
2002,166,2300,25.44,2.43,17.86,-5.3,-5.56,159.8,-0.22,-99.99,-2.22,-3.01,-2.32,-99.99,-3.32,95,0,281,2.07,0.19,-0.02,-1.26
2002,166,2330,23.56,1.28,12.9,-5.32,-7,122.7,-0.56,-99.99,-2.35,-3.04,-2.69,-99.99,-3.36,97.2,0,300,2.5,0.17,-0.07,-1.77
2002,167,0,31.5,1.26,14.7,-2.99,-3.25,131.2,-0.65,-99.99,-2.46,-3.08,-2.67,-99.99,-3.42,98,0,277,1.86,0.17,-0.07,-1.47
2002,167,30,28.01,0.59,15.13,-3.35,-2.86,118.2,-0.62,-99.99,-2.55,-3.12,-2.7,-99.99,-3.46,98.3,0,284,1.81,0.16,-0.09,-1.28
2002,167,100,14.02,0.75,11.22,-5.78,-5.54,91.8,-0.74,-99.99,-2.65,-3.16,-3.1,-99.99,-3.5,98.3,0,272,1.62,0.16,-0.03,-0.92
2002,167,130,16.01,0.25,10.48,-5.56,-5.84,95.2,-0.78,-99.99,-2.74,-3.18,-3.19,-99.99,-3.54,98.2,0,286,1.7,0.14,-0.04,-0.91
2002,167,200,26.85,1.05,11.3,-4.19,-2.89,125.2,-0.81,-99.99,-2.8,-3.21,-3.04,-99.99,-3.57,98.3,0,281,1.69,0.13,-0.04,-0.74
2002,167,230,28.07,0.64,11.78,-4.84,-2.71,148,-0.78,-99.99,-2.85,-3.24,-3,-99.99,-3.59,98,0,287,1.81,0.14,-0.03,-0.63
2002,167,300,23.16,0.8,7.07,-6.22,-5.29,171.3,-0.63,-99.99,-2.93,-3.27,-3.32,-99.99,-3.61,96.1,0,274,1.68,0.15,-0.02,-0.47
2002,167,330,16.21,1.01,5.34,-7.48,-6.38,162.9,-0.74,-99.99,-3,-3.29,-3.55,-99.99,-3.64,95.2,0,288,2.19,0.17,-0.03,-0.67
2002,167,400,21.56,0.84,7.34,-6.4,-5.32,176.8,-0.83,-99.99,-3.07,-3.31,-3.47,-99.99,-3.66,95,0,289,2.03,0.14,-0.01,-0.82
2002,167,430,51.8,2.33,23.57,-1.99,0.51,257.6,-0.79,-99.99,-3.09,-3.33,-2.65,-99.99,-3.65,95.9,0,292,2.16,0.17,-0.04,-1
2002,167,500,52.3,3.61,31.87,-3.32,1.89,329.4,-0.65,-99.99,-3.06,-3.33,-2.12,-99.99,-3.62,94.4,0,290,2.34,0.2,-0.05,-1.03
2002,167,530,63.99,5.14,37.91,-3.31,2.66,400.1,-0.74,-99.99,-3.07,-3.34,-1.91,-99.99,-3.61,93.3,0,297,2.63,0.2,-0.04,-1
2002,167,600,79,6.2,49.61,-1.37,8.74,504.5,-0.65,-99.99,-3.03,-3.33,-1.17,-99.99,-3.56,92,0,297,2.47,0.19,-0.05,-0.96
2002,167,630,179,13.27,97.34,12.42,33.17,797,-0.12,-99.99,-2.85,-3.32,1.46,-99.99,-3.45,89.4,0,304,2.52,0.19,-0.04,-0.9
2002,167,700,146.9,12.66,95.44,3.95,26.17,764,-0.1,-99.99,-2.67,-3.26,1.76,-99.99,-3.36,89,0,304,2.75,0.2,-0.03,-1.21
2002,167,730,126.8,12.32,103.15,0.9,16.75,722,-0.35,-99.99,-2.58,-3.23,0.97,-99.99,-3.31,90.1,0,309,2.43,0.19,-0.04,-2.07
2002,167,800,147.3,12.07,92.85,4.49,15.05,667.5,-0.98,-99.99,-2.45,-3.18,0.97,-99.99,-3.25,93.6,0,308,2.34,0.17,-0.08,-2.88
2002,167,830,188.7,13.87,123.34,7.12,17.46,783,-1.3,-99.99,-2.28,-3.13,1.56,-99.99,-3.18,94.2,0,316,2.59,0.16,-0.14,-3.2
2002,167,900,179.4,15,126.48,6.16,14.19,727,-1.36,-99.99,-2.12,-3.08,1.5,-99.99,-3.13,94.7,0,310,2.63,0.18,-0.14,-3.92
2002,167,930,246.7,17.15,142.09,9.91,15.74,979,-1.08,-99.99,-1.9,-3.01,2.8,-99.99,-3.03,93.8,0,312,3.12,0.21,-0.12,-3.97
2002,167,1000,249.6,18.86,157.99,13.21,18.08,902,-0.88,-99.99,-1.69,-2.96,3.2,-99.99,-2.95,94.7,0,312,2.94,0.24,-0.23,-4.28
2002,167,1030,293.2,27.71,196.92,17.65,21.66,1034,-0.62,-99.99,-1.41,-2.88,4.86,-99.99,-2.83,93.4,0,313,2.87,0.24,-0.15,-3.57
2002,167,1100,305.8,22.25,161.93,19,20.95,1060,-0.52,-99.99,-1.14,-2.78,5.01,-99.99,-2.73,94.5,0,308,2.85,0.19,-0.16,-3.04
2002,167,1130,342,29.98,203.85,17.73,16.2,1244,-0.26,-99.99,-0.85,-2.68,6.78,-99.99,-2.59,92.4,0,303,2.76,0.19,-0.14,-2.58
2002,167,1200,371.3,29.04,198.13,16.22,11.89,1338,-0.14,-99.99,-0.51,-2.56,7.79,-99.99,-2.44,91.2,0,312,3.16,0.19,-0.08,-2.07
2002,167,1230,398.6,33.99,238.19,16.33,9.95,1427,0.09,-99.99,-0.19,-2.44,8.72,-99.99,-2.3,90.9,0,312,3.24,0.19,-0.1,-1.88
2002,167,1300,420.3,36.8,243.22,15.76,10.46,1500,0.3,-99.99,0.13,-2.31,9.65,-99.99,-2.17,89.5,0,315,3.25,0.19,-0.08,-1.92
2002,167,1330,302.6,31.34,196.45,12.13,5.68,1123,0.1,-99.99,0.27,-2.19,6.88,-99.99,-2.12,89.9,0,313,3.05,0.19,-0.06,-1.76
2002,167,1400,371.5,29.86,189.62,22.63,18.32,1325,0.34,-99.99,0.5,-2.1,9.26,-99.99,-2,90.1,0,311,2.85,0.19,-0.11,-1.49
2002,167,1430,425.5,31.37,210.72,16.66,11.43,1475,0.49,-99.99,0.71,-2,9.84,-99.99,-1.93,88.8,0,317,3.69,0.19,-0.06,-1.23
2002,167,1500,388,36.77,253.37,15.68,9.51,1337,0.57,-99.99,0.84,-1.91,8.7,-99.99,-1.88,89.1,0,321,3.95,0.19,-0.02,-1.09
2002,167,1530,382.6,30.42,212.39,16.36,11.29,1314,0.61,-99.99,0.94,-1.83,8.67,-99.99,-1.83,89.4,0,322,3.62,0.19,-0.07,-1.25
2002,167,1600,388.3,32.85,217.49,16.65,12.37,1331,0.66,-99.99,1.05,-1.76,8.84,-99.99,-1.78,89.1,0,319,3.57,0.19,-0.04,-1.14
2002,167,1630,344.7,26.29,184.49,15.52,9.11,1223,0.44,-99.99,1.07,-1.71,7.83,-99.99,-1.76,89.4,0,314,3.53,0.19,-0.04,-1.28
2002,167,1700,336.4,23.78,177.56,18.73,9.61,1165,0.24,-99.99,1.05,-1.66,7.04,-99.99,-1.78,90.4,0,319,3.88,0.19,-0.06,-1.47
2002,167,1730,327.8,22.2,178.6,16.29,12.25,1137,0.32,-99.99,0.99,-1.65,7.05,-99.99,-1.81,90.3,0,336,4.07,0.19,-0.06,-1.34
2002,167,1800,269.8,17.93,142.31,10.82,5.82,981,0.04,-99.99,0.8,-1.67,5.85,-99.99,-1.89,91.4,0,348,3.98,0.19,-0.07,-1.38
2002,167,1830,252.2,17.93,148.78,13.92,9.91,915,0.28,-99.99,0.65,-1.71,5.33,-99.99,-1.97,91,0,338,3.42,0.19,-0.04,-1.19
2002,167,1900,133.2,9.65,81.26,-1.75,-4.83,582.8,-0.41,-99.99,0.36,-1.73,2.2,-99.99,-2.11,93.4,0,347,3.79,0.19,-0.06,-1.14
